Filename,Title,9,441,Transfer notes,Subdir,Sort,IMDbID,Year,Directors,Actors,Runtime,Priority,Notes,Poster,Genre,Plot,Tagline,Trailer
Castaway Dts.iso,Cast Away,OK,OK,,,,tt0162222,2000,Robert Zemeckis,Tom Hanks; Helen Hunt,143,,,https://m.media-amazon.com/images/M/MV5BN2Y5ZTU4YjctMDRmMC00MTg4LWE1M2MtMjk4MzVmOTE4YjkzXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_.jpg,Adventure; Drama; Romance,A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.,,https://www.youtube.com/watch?v=xrpNv3XzTvY
Castdsc2.iso,Cast Away - Special Features,-,-,,,,,,,,,,,,,,,
Catch Me If You Can.iso,Catch Me If You Can,OK,OK,,,,tt0264464,2002,Steven Spielberg,Leonardo DiCaprio; Tom Hanks; Christopher Walken; Amy Adams,141,,,https://m.media-amazon.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_.jpg,Biography; Crime; Drama,"Barely 21 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.",,
Catch Me Bonus Features.iso,Catch Me If You Can - Special Features,-,-,,,,,,,,,,,,,,,
Charlie Wilsons War.iso,Charlie Wilson's War,OK,OK,,,,https://www.imdb.com/title/tt0472062/?ref_=fn_al_tt_1,2007,Mike Nichols,Tom Hanks; Philip Seymour Hoffman; Amy Adams,102,,,https://m.media-amazon.com/images/M/MV5BMTgwMDgwMDc4MF5BMl5BanBnXkFtZTYwOTU3MDM4._V1_.jpg,Biography; Comedy; Drama; History,"A drama based on a Texas congressman Charlie Wilson's covert dealings in Afghanistan, where his efforts to assist rebels in their war with the Soviets have some unforeseen and long-reaching effects.",,
Chef.iso,Chef,OK,OK,,,,https://www.imdb.com/title/tt2883512/?ref_=fn_al_tt_1,2014,Jon Favreau,Jon Favreau; John Leguizamo; Sofía Vergara; Emjay Anthony; Scarlett Johansson; Oliver Platt; Bobby Canavale; Dustin Hoffman; Robert Downey Jr.,114,,,https://m.media-amazon.com/images/M/MV5BYTQyNDQwMjYtZTY5YS00MGU2LWE5NzctMjM4Y2IyYjkwMjNkXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg,Adventure; Comedy; Drama,"A head chef quits his restaurant job and buys a food truck in an effort to reclaim his creative promise, while piecing back together his estranged family.",,
Chicago.iso,Chicago,OK,OK,,,,https://www.imdb.com/title/tt0299658/?ref_=fn_al_tt_1,2003,Rob Marshall,Catherine Zeta-Jones; Renée Zellwger; Richard Gere; Queen Latifah; John C. Reilly ,113,,,https://m.media-amazon.com/images/M/MV5BN2E3NDU1ZTktNzZjNy00MWU3LWI4YmMtMjdjNTIzMDU0MDdiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,Comedy; Crime; Musical,"Two death-row murderesses develop a fierce rivalry while competing for publicity, celebrity, and a sleazy lawyer's attention.",,
Chicka Chicka.iso,Chicka Chicka Boom Boom,OK,,,,,,,,,,,,,,,,
Chicken Run.iso,Chicken Run,OK,OK,,,,https://www.imdb.com/title/tt0120630/?ref_=fn_al_tt_1,2000,Nick Park; Peter Lord,Julia Sawalha; Miranda Richardson; Mel Gibson; Jane Horrocks; Imelda Staunton; Timothy Spall,84,,,https://m.media-amazon.com/images/M/MV5BNDgxNjZlZDYtZGJmZC00Mjg0LWEwYzctYWQ0MWFjNTM3ZmM4XkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_.jpg,Animation; Adventure; Comedy; Drama; Family,"When a cockerel apparently flies into a chicken farm, the chickens see him as an opportunity to escape their evil owners.",,
Chitty Disc1 169.iso,Chitty Chitty Bang Bang,OK,OK,,,,tt0062803,1968,Ken Hughes,Dick Van Dyke; Sally Ann Howe; Lionel Jeffries; Gert Frobe,144,,,https://m.media-amazon.com/images/M/MV5BZWU3MTA3MmQtNTA0NS00MTA4LTg4MDgtZWQ4MDc2MTNlNmVkXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_.jpg,Adventure; Family; Fantasy; Musical,"A down-on-his-luck inventor turns a broken-down Grand Prix car into a fancy vehicle for his children, and then they go off on a magical fantasy adventure to save their grandfather in a far-off land.",,
Chitty Disc2.iso,Chitty Chitty Bang Bang - Special Features,-,-,,,,,,,,,,,,,,,
Comedian.iso,Comedian,OK,OK,,,,https://www.imdb.com/title/tt0328962/?ref_=fn_al_tt_1,2002,Christian Charles,Jerry Seinfeld; Chris Rock; Garry Shandling; Greg Giraldo,82,,,https://m.media-amazon.com/images/M/MV5BMTkyMDM0MzE5Nl5BMl5BanBnXkFtZTYwMDg1NjY3._V1_.jpg,Documentary; Comedy,"A look at the work of two stand-up comics, Jerry Seinfeld and a lesser-known newcomer, detailing the effort and frustration behind putting together a successful act and career while living a life on the road.",,
Cosmos Disk01.iso,"Cosmos, disc 1",OK,,,Cosmos,,,1980,,Carl Sagan,780,,,https://m.media-amazon.com/images/M/MV5BM2YzYzc0OWUtNmIwZi00MTBlLThjYTgtYmU1ODlhMzdjMzdjXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_.jpg,Documentary,Astronomer Carl Sagan leads us on an engaging guided tour of the various elements and cosmological theories of the universe.,,
Cosmos 02.iso,"Cosmos, disc 2",OK,,,Cosmos,,,,,Carl Sagan,,,,,,,,
Cosmos 03.iso,"Cosmos, disc 3",OK,,,Cosmos,,,,,Carl Sagan,,,,,,,,
Cosmos Disk4.iso,"Cosmos, disc 4",OK,,,Cosmos,,,,,Carl Sagan,,,,,,,,
Cosmos 05.iso,"Cosmos, disc 5",OK,,,Cosmos,,,,,Carl Sagan,,,,,,,,
Cosmos 06.iso,"Cosmos, disc 6",OK,,,Cosmos,,,,,Carl Sagan,,,,,,,,
Cosmos D7.iso,"Cosmos, disc 7",OK,,,Cosmos,,,,,Carl Sagan,,,,,,,,
Crimson.iso,Crimson Tide,OK,OK,non-anamorphic,,,tt0112740,1995,Tony Scott,Gene Hackman; Denzel Washington,116,,,https://m.media-amazon.com/images/M/MV5BMmFkY2IxNTAtMWRiNS00MWU2LWI1NDYtY2YxYTQyYTk5OTBhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg,Action; Drama; Thriller; War,"On a U.S. nuclear missile sub, a young First Officer stages a mutiny to prevent his trigger happy Captain from launching his missiles before confirming his orders to do so.",,
CruelIntentions.iso,Cruel Intentions,OK,OK,,,,https://www.imdb.com/title/tt0139134/?ref_=fn_al_tt_1,1999,Roger Kumble,Sarah Michelle Gellar; Ryan Phillippe; Reese Witherspoon; Selma Blair,97,,,https://m.media-amazon.com/images/M/MV5BMjMxNjM5OTQ2M15BMl5BanBnXkFtZTgwNjUxNzYxMTE@._V1_.jpg,Drama; Romance,Two vicious step-siblings of an elite Manhattan prep school make a wager: to deflower the new headmaster's daughter before the start of term.,,
Curious George.iso,Curious George,OK,OK,pan-and-scan,,,tt0381971,2006,Matthew O'Callaghan,Will Ferrell; Drew Barrymore; Eugene Levy; Frank Welker,87,,,https://m.media-amazon.com/images/M/MV5BODIxNzYxNDEzNl5BMl5BanBnXkFtZTgwMjA1NTM2MTI@._V1_.jpg,Animation; Adventure; Comedy; Family,"The Man in the Yellow Hat is an oddball museum employee who looks after his pet monkey, an inquisitive and wonderful creature whose enthusiasm often gets the best of him.",,
Dead Men Dont Wear Plaid.iso,Dead Men Don't Wear Plaid,OK,OK,non-anamorphic,,,tt0083798,1982,Carl Reiner,Steve Martin; Rachel Ward; Carl Reiner,88,3,"Steve Martin is a 1940's detective, cleverly intercut with scenes from actual classic 1940's films.",https://m.media-amazon.com/images/M/MV5BOGEyZGU1ZGItMzNjMC00ZDkzLWE4OTgtNWJhNGM2ZjVmZTNlXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_.jpg,Comedy; Crime; Mystery; Thriller,Film noir parody with a detective uncovering a sinister plot. Characters from real noirs appear as scenes from various films are intercut.,,
Death To Smoochy.iso,Death To Smoochy,OK,X,,,,tt0266452,2002,Danny DeVito,Robin Williams; Edward Norton; Danny DeVito; Catherine Keener; Jon Stewart,109,,,https://m.media-amazon.com/images/M/MV5BNzlmZTQ1YzUtOGZjMi00YmVhLTg0ZDQtMmUyMjVlZDZhOTIwXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_.jpg,Comedy; Crime; Drama; Thriller,"A kids show host, Rainbow Randolph, is fired in disgrace while his replacement, Sheldon Mopes, aka Smoochy the Rhino, finds himself a rising star. Unfortunately for Sheldon, the business of kids television isn't all child's play.",,
Dial M For Murder.iso,Dial M for Murder,OK,OK,,,,tt0046912,1954,Alfred Hitchcock,Grace Kelly; Ray Milland,105,,,https://m.media-amazon.com/images/M/MV5BOWIwODIxYWItZDI4MS00YzhhLWE3MmYtMzlhZDIwOTMzZmE5L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,Crime; Thriller,A former tennis player tries to arrange his wife's murder after learning of her affair.,,
Die Hard Disc1.iso,Die Hard,OK,OK,,,,https://www.imdb.com/title/tt0095016/?ref_=fn_al_tt_1,1988,John McTiernan,Bruce Willis; Bonnie Bedelia; Alan Rickman; Alexander Godunov; Reginald VelJohnson; William Atherton,132,,,https://m.media-amazon.com/images/M/MV5BZjRlNDUxZjAtOGQ4OC00OTNlLTgxNmQtYTBmMDgwZmNmNjkxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,Action; Thriller,An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,,
Die Hard Disc2.iso,Die Hard - Special Features,-,-,,,,,,,,,,,,,,,
Diner.iso,Diner,OK,OK,,,,https://www.imdb.com/title/tt0083833/?ref_=fn_al_tt_1,1982,Barry Levinson,Steve Guttenberg; Daniel Stern; Tim Daly; Mickey Rourke; Kevin Bacon; Paul Reiser; Ellen Barkin,110,2,Funny slice-of-life story about a group of young men as one of them is about to get married.,https://m.media-amazon.com/images/M/MV5BYzcwMGNhNDMtYjVlOC00NjA4LTk1M2MtOTI2OGVmMDMxNWUwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,Comedy; Drama,A group of college-age buddies struggle with their imminent passage into adulthood in 1959 Baltimore.,,
Dinosaur.iso,Dinosaur,OK,OK,,,,https://www.imdb.com/title/tt0130623/?ref_=fn_al_tt_1,2000,Eric Leighton; Ralph Zondag,D.B. Sweeney; Julianna Margulies; Samuel E. Wright; Alfre Woodard,82,,,https://m.media-amazon.com/images/M/MV5BZWQ1NTZjMjUtODNmZS00NTVhLWFhM2ItNWZiOTdjMzdhZTY2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,Animation; Adventure; Family; Thriller,An orphaned dinosaur raised by lemurs joins an arduous trek to a sanctuary after a meteorite shower destroys his family home.,,
Don Juan Demarco Lbx.iso,Don Juan DeMarco,OK,OK,non-anamorphic,,,https://www.imdb.com/title/tt0112883/?ref_=fn_al_tt_1,1995,Jeremy Leven,Johnny Depp; Faye Dunaway; Marlon Brando,97,,,https://m.media-amazon.com/images/M/MV5BNzRiMGM2ODgtN2Y1Zi00ODk5LThhOTItOWVkODM0YjAyZTI2XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_.jpg,Comedy; Drama; Romance,"A psychiatrist must cure a young patient that presents himself as Don Juan, the greatest lover in the world.",,
Drhorrible.iso,Dr. Horrible's Sing-along Blog,OK,OK,,,,tt1227926,2008,Joss Whedon,Neil Patrick Harris; Nathan Fillion; Felicia Day,42,,,https://m.media-amazon.com/images/M/MV5BZTIxZmRmZWItNmI1MS00ZDU3LWE2ZTQtODc1NDE3NjRiYzczXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,Short; Comedy; Musical; Sci-Fi,An aspiring supervillain must balance his career and his pursuit of a beautiful do-gooder.,,
DrStrangelove.iso,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,OK,OK,,,,https://www.imdb.com/title/tt0057012/?ref_=fn_al_tt_1,1964,Stanley Kubrick,Peter Sellers; Sterling Hayden; George C. Scott; Slim PIckens,95,,,https://m.media-amazon.com/images/M/MV5BZWI3ZTMxNjctMjdlNS00NmUwLWFiM2YtZDUyY2I3N2MxYTE0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,Comedy,An insane general triggers a path to nuclear holocaust that a War Room full of politicians and generals frantically tries to stop.,,
Drop Dead Fred.iso,Drop Dead Fred,OK,OK,pan-and-scan,,,https://www.imdb.com/title/tt0101775/?ref_=fn_al_tt_1,1991,Ate de Jong,Phoebe Cates; Rik Mayall; Marsha Mason,103,,,https://m.media-amazon.com/images/M/MV5BMDNkZWIzZjktYWNkMi00MTQ2LWIyMTgtMmJhOGRiZDZlNmU4XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_.jpg,Comedy; Drama; Fantasy,A young woman finds her already unstable life rocked by the presence of a rambunctious imaginary friend from childhood.,,
edge.iso,Edge of Tomorrow,OK,OK,,,,https://www.imdb.com/title/tt1631867/?ref_=fn_al_tt_1,2014,Doug Liman,Tom Cruise; Emily Blunt; Bill Paxton; Brendan Gleeson,113,,,https://m.media-amazon.com/images/M/MV5BMTc5OTk4MTM3M15BMl5BanBnXkFtZTgwODcxNjg3MDE@._V1_.jpg,Action; Adventure; Sci-Fi,"A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.",,
Election.iso,Election,OK,OK,,,,https://www.imdb.com/title/tt0126886/?ref_=fn_al_tt_1,1999,Alexander Payne,Matthew Broderick; Reese Witherspoon; Chris Klein; Jessica Campbell,103,,,https://m.media-amazon.com/images/M/MV5BYjViYWQ4NjAtZmUzNy00Nzg5LWJkMzctMTgwOTRhNjdjYWI3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,Comedy; Drama; Romance,A high school teacher meets his match in an over-achieving student politician.,,
Elf.iso,Elf,OK,OK,,,,tt0319343,2003,Jon Favreau,Will Ferrell; James Caan; Zooey Deschanel; Ed Asner; Bob Newhart,97,,,https://m.media-amazon.com/images/M/MV5BMzUxNzkzMzQtYjIxZC00NzU0LThkYTQtZjNhNTljMTA1MDA1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,Adventure; Comedy; Family; Fantasy; Romance,"Raised as an over-sized elf, a human travels from the North Pole to NYC to meet his biological father who doesn't know he exists and is in desperate need of some Christmas spirit.",,
Eternal Sunshine Of The Spot.iso,Eternal Sunshine of the Spotless Mind,OK,OK,,,,tt0338013,2004,Michel Gondry,Jim Carrey; Kate Winslet; Kirsten Dunst; Mark Ruffalo,108,,,https://m.media-amazon.com/images/M/MV5BMTY4NzcwODg3Nl5BMl5BanBnXkFtZTcwNTEwOTMyMw@@._V1_.jpg,Drama; Romance; Sci-Fi,"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories.",,
Fame.iso,Fame,OK,OK,,,,https://www.imdb.com/title/tt0080716/?ref_=fn_al_tt_1,1980,Alan Parker,Irene Cara; Debbie Allen; Gene Anthony Ray; Lee Curreri; Paul McCrane; Albert Hague; Anne Meara,134,1,"Follows a group of students through their four years at New York's Performing Arts High School. Funny, touching, and rousing. Spawned a tepid TV and movie franchise.",https://m.media-amazon.com/images/M/MV5BZmQ1NTNjN2YtY2IxMS00MjMxLThhM2ItNmFlOGM1NjcxY2EzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,Drama; Music; Musical,A chronicle of the lives of several teenagers who attend a New York high school for students gifted in the performing arts.,,
Fan Boys.iso,Fanboys,OK,OK,,,,tt0489049,2009,Kyle Newman,Dan Fogler; Jay Baruchel; Kristen Bell; Sam Huntington,90,,,https://m.media-amazon.com/images/M/MV5BMTI2MDM0NTY5OF5BMl5BanBnXkFtZTcwODMxMzIwMg@@._V1_.jpg,Adventure; Comedy; Crime,Star Wars fanatics take a cross-country trip to George Lucas' Skywalker Ranch so their dying friend can see a screening of Star Wars: Episode I - The Phantom Menace (1999) before its release.,,
Fantasia.iso,Fantasia,OK,OK,,,,tt0032455,1941,James Algar; Samuel Armstrong; Ford Beebe Jr.; Norman Ferguson; David Hand; Jim Handley; T. Hee; Wilfred Jackson; Hamilton Luske; Bill Roberts; Paul Satterfield; Ben Sharpsteen,Leopold Stokowski; Deems Taylor; The Philadelphia Orchestra; Corey Burton,125,,,https://m.media-amazon.com/images/M/MV5BMjAxMTI1Njk3OF5BMl5BanBnXkFtZTgwNjkzODk4NTE@._V1_.jpg,Animation; Family; Fantasy; Music; Musical,A collection of animated interpretations of great works of Western classical music.,,
Fantastic Four 169.iso,Fantastic Four,OK,OK,,,,tt0120667,2005,Tim Story,Ioan Gruffudd; Jessica Alba; Chris Evans; Michael Chiklis; Julian McMahon,106,,,https://m.media-amazon.com/images/M/MV5BNWU1ZjFjMTctYjA5ZC00YTBkLTkzZjUtZWEyMjgxY2MxYWM4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,Action; Adventure; Fantasy; Sci-Fi,"A group of astronauts gain superpowers after a cosmic radiation exposure and must use them to oppose the plans of their enemy, Doctor Victor Von Doom.",,
Rotss 16x9 Us.iso,Fantastic Four: Rise of the Silver Surfer,X,X,,,,https://www.imdb.com/title/tt0486576/?ref_=fn_al_tt_4,2007,Tim Story,Ioan Gruffudd; Jessica Alba; Chris Evans; Michael Chiklis,92,,,https://m.media-amazon.com/images/M/MV5BODA4YTc5N2QtNzQyYS00ZDUzLWI3M2UtZWI2OWVhOGZlN2MxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,Action; Adventure; Fantasy; Sci-Fi,The Fantastic Four learn that they aren't the only super-powered beings in the universe when they square off against the powerful Silver Surfer and the planet-eating Galactus.,,
F4d2.iso,Fantastic Four: Rise of the Silver Surfer - Special Features,-,-,,,,,,,,,,,,,,,
Fantastic Mr Fox.iso,Fantastic Mr. Fox,OK,OK,,,,tt0432283,2009,Wes Anderson,George Clooney; Meryl Streep; Bill Murray; Jason Schwartzman,87,,,https://m.media-amazon.com/images/M/MV5BOGUwYTU4NGEtNDM4MS00NDRjLTkwNmQtOTkwMWMyMjhmMjdlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,Animation; Adventure; Comedy; Crime; Drama; Family,An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,,
Fantastic Planet.iso,Fantastic Planet,OK,OK,non-anamorphic,,,https://www.imdb.com/title/tt0070544/?ref_=fn_al_tt_1,1973,René Laloux,Barry Bostwick; Jennifer Drake; Eric Baugin; Jean Topart,72,,,https://m.media-amazon.com/images/M/MV5BYjhhMDFlZDctYzg1Mi00ZmZiLTgyNTgtM2NkMjRkNzYwZmQ0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,Animation; Sci-Fi,"On a faraway planet where blue giants rule, oppressed humanoids rebel against their machine-like leaders.",,
Fargo Se 16x9.iso,Fargo,OK,OK,,,,https://www.imdb.com/title/tt0116282/?ref_=fn_al_tt_2,1996,Ethan Coen; Joel Coen,Frances McDormand; William H. Macy; Steve Buscemi; Peter Stormare; John Carroll Lynch; Harve Presnell,98,1,"The Coen brothers' masterpiece, a very, very dark comedy about inept criminals and the widening spiral of disaster they cause.",https://m.media-amazon.com/images/M/MV5BNDJiZDgyZjctYmRjMS00ZjdkLTkwMTEtNGU1NDg3NDQ0Yzk1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,Crime; Drama; Thriller,Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,,
Fearless 4x3 Ff Side A Na.iso,Fearless,OK,OK,pan-and-scan,,,https://www.imdb.com/title/tt0106881/?ref_=fn_al_tt_3,1993,Peter Weir,Jeff Bridges; Rosie Perez; Isabella Rossellini; Tom Hulce; John Turturro; John de Lancie; Benicio del Toro,122,3,"Jeff Bridges survives an air disaster and becomes fearless. Directed by Peter Weir, master of thoughtful and thought-provoking adventures (""Witness,"" ""Master and Commander,"" ""The Truman Show"").",https://m.media-amazon.com/images/M/MV5BZGYyYzgyODMtOGYwOC00OTM5LTk4NDUtNTRkN2I3YmUxNTM5XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_.jpg,Drama; Thriller,A man's personality is dramatically changed after surviving a major airline crash.,,
Fiddler 1.iso,Fiddler on the Roof,OK,OK,,,,https://www.imdb.com/title/tt0067093/?ref_=fn_al_tt_1,1971,Norman Jewison,Topol; Norma Crane; Leonard Frey; Molly Picon,181,,,https://m.media-amazon.com/images/M/MV5BMWMxNDYzNmUtYjFmNC00MGM2LWFmNzMtODhlMGNkNDg5MjE5XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_.jpg,Drama; Family; Musical; Romance,"In prerevolutionary Russia, a Jewish peasant contends with marrying off three of his daughters while growing anti-Semitic sentiment threatens his village.",,
Fidlerse.iso,Fiddler on the Roof - Special Features,-,-,,,,,,,,,,,,,,,
Field.iso,Field of Dreams,OK,OK,non-anamorphic,,,https://www.imdb.com/title/tt0097351/?ref_=fn_al_tt_1,1989,Phil Alden Robinson,Kevin Costner; Amy Madigan; James Earl Jones; Ray Liotta; Burt Lancaster; Timothy Busfield; Gaby Hoffmann; Frank Whaley,107,,,https://m.media-amazon.com/images/M/MV5BNzk5OWY0YjAtYWU3ZS00Y2Q4LWFlNjItMzgwMTQ2MjIyMDFmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,Drama; Family; Fantasy; Sport,"Iowa farmer Ray Kinsella is inspired by a voice he can't ignore to pursue a dream he can hardly believe. Supported by his wife, Ray begins the quest by turning his ordinary cornfield into a place where dreams can come true.",,
Fightclb.iso,Fight Club,OK,OK,,,,https://www.imdb.com/title/tt0137523/?ref_=fn_al_tt_1,1999,David Fincher,Edward Norton; Brad Pitt; Helena Bonham-Carter; Meat Loaf,139,1,The first rule of Fight Club is you don't talk about Fight Club. The second rule of Fight Club is you don't talk about Fight Club. Absolutely essential viewing.,https://m.media-amazon.com/images/M/MV5BMmEzNTkxYjQtZTc0MC00YTVjLTg5ZTEtZWMwOWVlYzY0NWIwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,Drama,An insomniac office worker and a devil-may-care soap maker form an underground fight club that evolves into much more.,,
Fightclb2.iso,Fight Club - Special Features,-,-,,,,,,,,,,,,,,,
Firefly D1.iso,Firefly - Disc 1,OK,,,,,,2002,,Nathan Fillion; Gina Torres; Alan Tudyk,,,,https://m.media-amazon.com/images/M/MV5BOTcwNzkwMDItZmM1OC00MmQ2LTgxYjgtOTNiNDgxZDAxMjk0XkEyXkFqcGdeQXVyNDQ0MTYzMDA@._V1_.jpg,Adventure; Drama; Sci-Fi,"Five hundred years in the future, a renegade crew aboard a small spacecraft tries to survive as they travel the unknown parts of the galaxy and evade warring factions as well as authority agents out to get them.",,
Firefly D2.iso,Firefly - Disc 2,OK,,,,,,,,,,,,,,,,
Firefly D3.iso,Firefly - Disc 3,OK,,,,,,,,,,,,,,,,
Firefly D4.iso,Firefly - Disc 4,OK,,,,,,,,,,,,,,,,
Foul Play.iso,Foul Play,OK,OK,,,,https://www.imdb.com/title/tt0077578/?ref_=fn_al_tt_1,1978,Colin Higgins,Goldie Hawn; Chevy Chase; Burgess Meredith; Dudley Moore,116,3,"Silly romance/thriller with young Chevy Chase, who has such great chemistry with Goldie Hawn that they made another movie together a few years later (""Seems Like Old Times"").",https://m.media-amazon.com/images/M/MV5BYzM5MDZiZmUtOTdhMi00NjNlLTkxOWQtNTQ4NTgxMzA2MTJjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,Comedy; Mystery; Thriller,"A shy San Francisco librarian and a bumbling cop fall in love as they solve a crime involving albinos, dwarves, and the Catholic Church.",,
